sentence,joy,anticipation,fear,surprise,anger,sadness,trust,disgust
"Since i didn't eat it, I remained normal.",0.7625085115432739,0.37997329235076904,0.07421308755874634,0.251059353351593,0.06056997925043106,0.09437526762485504,0.37579548358917236,0.034604523330926895
She had everyone dressed including herself.,0.8360306024551392,0.7102216482162476,0.06363056600093842,0.25404828786849976,0.02018076553940773,0.037723150104284286,0.320223331451416,0.028186608105897903
She also had everyone fed except for herself.,0.09625612199306488,0.344439834356308,0.36708420515060425,0.4000414311885834,0.4625263512134552,0.40634700655937195,0.045743416994810104,0.32544195652008057
This reminded her to check on her toast.,0.5792873501777649,0.6591348052024841,0.15268966555595398,0.2837766706943512,0.04281166195869446,0.11621318757534027,0.335541695356369,0.03557223826646805
Julia never really liked Michael.,0.02769128791987896,0.18970558047294617,0.28188732266426086,0.28745633363723755,0.5529471039772034,0.7845084071159363,0.041519515216350555,0.5898641347885132
"He took off after her, searching the neighborhood for hours.",0.1532697230577469,0.6962533593177795,0.6973389387130737,0.46307462453842163,0.18919695913791656,0.2933189272880554,0.1210794597864151,0.17494240403175354
Amy was upset her mother was treating her like a kid.,0.017951855435967445,0.23367905616760254,0.41879019141197205,0.3644367456436157,0.7949532270431519,0.7689195275306702,0.01947586052119732,0.6477974653244019
The tattoo artist greeted him as Martin was shaking.,0.11100538074970245,0.6739662289619446,0.6850048899650574,0.8023265600204468,0.09541195631027222,0.2894127070903778,0.08870381861925125,0.06992153078317642
He sat in the chair and flinched as the artist took his time.,0.08213552087545395,0.2707318961620331,0.3843104839324951,0.5507189035415649,0.41379615664482117,0.32054901123046875,0.03485017642378807,0.2830849885940552
"Once the artist was done, Martin looked in the mirror and liked it.",0.9482880234718323,0.4693746864795685,0.025827681645751,0.34888705611228943,0.015306211076676846,0.022221386432647705,0.4709695279598236,0.014560313895344734
"He remembered them, though.",0.6085893511772156,0.5749384164810181,0.14458121359348297,0.2753548324108124,0.034985966980457306,0.11744815856218338,0.3234054744243622,0.0281978752464056
We were very proud of him.,0.9569701552391052,0.2722841501235962,0.03327641636133194,0.3070122301578522,0.01896541751921177,0.03446763753890991,0.5526562333106995,0.014644693583250046
Patrick wanted some cookies.,0.8199818730354309,0.6892111301422119,0.03326214477419853,0.12177522480487823,0.01909031718969345,0.03692828491330147,0.41390353441238403,0.012017281726002693
He then decided to bake some cookies himself.,0.942308247089386,0.7513846755027771,0.02597256377339363,0.18357504904270172,0.013511819764971733,0.016430413350462914,0.4845733344554901,0.013522922061383724
Their babysitter informed them that their kid fell.,0.0172240249812603,0.32946541905403137,0.8494135737419128,0.7631850242614746,0.4705810546875,0.771450400352478,0.03761190548539162,0.3589739501476288
He was slightly injured but would be fine.,0.39140045642852783,0.6263225078582764,0.5566458106040955,0.3910701274871826,0.08051611483097076,0.24116061627864838,0.3611086905002594,0.0594383142888546
It was a collie.,0.3944958448410034,0.6099672913551331,0.2942641079425812,0.4143828749656677,0.05394814535975456,0.13189053535461426,0.22470010817050934,0.048801239579916
They had not spoken a single word to each other since.,0.07153701037168503,0.21077652275562286,0.36368662118911743,0.5154802203178406,0.4080701470375061,0.7372335195541382,0.08454957604408264,0.39613470435142517
She had been kicked out by her new husband and needed a place to stay.,0.015490386635065079,0.32535606622695923,0.4192682206630707,0.3728578984737396,0.6831281781196594,0.8508976697921753,0.019843662157654762,0.5489273071289062
Mona has been dumped by her boyfriend today.,0.019691918045282364,0.3069863021373749,0.5965551137924194,0.43460893630981445,0.7202318906784058,0.7834909558296204,0.023065203800797462,0.6545534729957581
They are now having a party to help Mona feel better.,0.9407211542129517,0.7809934020042419,0.036985136568546295,0.1949775665998459,0.010082364082336426,0.027646873146295547,0.5972769856452942,0.007543792016804218
"The next day, it took all her courage to be interviewed.",0.12180181592702866,0.7388689517974854,0.6902612447738647,0.42647841572761536,0.16191016137599945,0.4324708580970764,0.16964547336101532,0.1408085823059082
She did very well and was offered a position.,0.9534199237823486,0.6918876767158508,0.10259208083152771,0.7548646926879883,0.01602468080818653,0.027728330343961716,0.5872659683227539,0.012038701213896275
Now she wonders why she gets so worked up.,0.0897287055850029,0.3080497980117798,0.17811988294124603,0.34707367420196533,0.29668620228767395,0.4731886088848114,0.04544947296380997,0.3013942837715149
Gale was nervous because he had not finished filing his taxes.,0.07804951071739197,0.9005225300788879,0.8143332600593567,0.4330735504627228,0.04833891987800598,0.24681419134140015,0.1046270951628685,0.10720781236886978
"Later that day, my mom told me that she moved it.",0.7356146574020386,0.38659825921058655,0.09981492161750793,0.6609940528869629,0.04020889103412628,0.15027454495429993,0.4600318968296051,0.01609245128929615
Jane gave Ted a squeeze and hugged him.,0.8484906554222107,0.42766404151916504,0.09381793439388275,0.43661221861839294,0.015574631281197071,0.06747177988290787,0.5954933166503906,0.015033716335892677
He got accepted to the college of his choice.,0.9684426784515381,0.8347586393356323,0.05849466100335121,0.586520791053772,0.012817393988370895,0.029575198888778687,0.7041605114936829,0.017852483317255974
Gene went to his car.,0.3804764449596405,0.6722978353500366,0.12524864077568054,0.12021102756261826,0.07994851469993591,0.1296537071466446,0.2763843536376953,0.05162104591727257
January was my least favorite month.,0.8398414254188538,0.5176880359649658,0.03498684987425804,0.12349773198366165,0.024715902283787727,0.05710655078291893,0.3029223680496216,0.020853597670793533
Ben was in class and really had to go to the bathroom.,0.012660466134548187,0.5940611362457275,0.7359484434127808,0.5466532707214355,0.4562612771987915,0.6054179668426514,0.01779918745160103,0.37378960847854614
"However, he could not get his teacher's attention.",0.01982157677412033,0.30908283591270447,0.5635744333267212,0.5655773282051086,0.6560591459274292,0.7191870808601379,0.02791246399283409,0.5267884731292725
"In the hallway, a teacher asked where his hall pass was.",0.04348747804760933,0.6700847744941711,0.6332056522369385,0.5305492877960205,0.3468271493911743,0.3053375780582428,0.050622571259737015,0.2847946882247925
She was always afraid of making a mistake.,0.08531149476766586,0.7055208683013916,0.7139118909835815,0.20698866248130798,0.13582634925842285,0.3913145363330841,0.1259351521730423,0.20255672931671143
I took my vacation from work after saving enough money.,0.9785948395729065,0.7956914305686951,0.016782470047473907,0.2410130351781845,0.010595893487334251,0.02219509705901146,0.621952474117279,0.01105126366019249
I went to exotic sites and swam at the beach.,0.9827181696891785,0.762677013874054,0.014843372628092766,0.2446625530719757,0.013505732640624046,0.022387197241187096,0.6310303211212158,0.012335391715168953
Allie was going away.,0.01586923375725746,0.37087151408195496,0.4766993522644043,0.3592885136604309,0.5600034594535828,0.8167745471000671,0.02303299307823181,0.4300600290298462
Allie would be missing the episode.,0.01616017147898674,0.2702246904373169,0.43592727184295654,0.5129064917564392,0.6618054509162903,0.8709710836410522,0.02575984224677086,0.5258833765983582
Igor's son wanted to know what happened to a body at death.,0.19691570103168488,0.8724814653396606,0.5033895373344421,0.3424484133720398,0.05495849624276161,0.20663204789161682,0.24371884763240814,0.08564839512109756
"Igor told his son death was like that, but with atoms.",0.08276669681072235,0.3885643184185028,0.47050800919532776,0.6498354077339172,0.17703577876091003,0.45539969205856323,0.09980446845293045,0.11704215407371521
Tom wanted to speak to Santa.,0.38546907901763916,0.9302796721458435,0.28004777431488037,0.18916089832782745,0.021117812022566795,0.07861227542161942,0.3231082558631897,0.02877451851963997
He mailed it to North Pole.,0.9356696605682373,0.8639261722564697,0.07290975004434586,0.4074782133102417,0.013047602027654648,0.032174717634916306,0.5821024179458618,0.02133830077946186
Sara broke up with her boyfriend.,0.02508043497800827,0.24743853509426117,0.658807635307312,0.46784546971321106,0.7652328610420227,0.8640213012695312,0.033680547028779984,0.7430257201194763
She was very sad because of the breakup.,0.021957989782094955,0.3184764087200165,0.6071355938911438,0.3274014890193939,0.2752809524536133,0.8579989671707153,0.055896416306495667,0.3688755929470062
She go a huge bucket of ice cream and a spoon.,0.9582395553588867,0.6446517705917358,0.028669023886322975,0.31965237855911255,0.019851675257086754,0.024373836815357208,0.42399346828460693,0.04289950430393219
She eat half of it that night.,0.7640525102615356,0.3412483036518097,0.08259174972772598,0.20493543148040771,0.055931635200977325,0.10694298893213272,0.2681179642677307,0.07590246945619583
Jerry had shut down a tree in his yard but he still had a stump.,0.4165840148925781,0.23514355719089508,0.03927171230316162,0.3724978268146515,0.15126197040081024,0.16488932073116302,0.10554741322994232,0.08059816062450409
John is feeling a little hungry.,0.053627535700798035,0.7233772873878479,0.38278886675834656,0.29784590005874634,0.07603577524423599,0.3097001314163208,0.047227758914232254,0.12939393520355225
He feels much less hungry afterwards.,0.2969028353691101,0.2099650353193283,0.09865661710500717,0.4239982068538666,0.12915757298469543,0.402171790599823,0.1331457495689392,0.12910807132720947
"Sadly, it rained on party day!",0.08251108974218369,0.16191492974758148,0.15794925391674042,0.7206205129623413,0.44037342071533203,0.6809691190719604,0.046077910810709,0.27351126074790955
She could see the traffic was barely moving.,0.1434921771287918,0.514132559299469,0.35818934440612793,0.6488285660743713,0.12419810146093369,0.22453069686889648,0.08033744990825653,0.0758044645190239
Gina sat at the red light for 2 minutes before getting a green one.,0.128291517496109,0.42114758491516113,0.25169146060943604,0.34611400961875916,0.224225714802742,0.33623966574668884,0.08612218499183655,0.16812674701213837
Finally she was able to get on the highway to drive home.,0.7457629442214966,0.7036574482917786,0.09109532833099365,0.196875661611557,0.03700289875268936,0.1188783124089241,0.42109841108322144,0.024844760075211525
Amy woke up on the couch.,0.07510936260223389,0.5808519721031189,0.725807785987854,0.6031179428100586,0.14226819574832916,0.31791743636131287,0.07087577879428864,0.14255709946155548
Amy meant to clean the mess up before she fell asleep.,0.37550508975982666,0.7585297226905823,0.1579383909702301,0.09969688951969147,0.08150001615285873,0.13003742694854736,0.21567468345165253,0.06521820276975632
Her plan had fallen apart.,0.02303428202867508,0.219455286860466,0.4567507207393646,0.6095258593559265,0.7603171467781067,0.8662443161010742,0.031151141971349716,0.5751972794532776
She decided to make cornbread.,0.9737274050712585,0.8101930022239685,0.016275811940431595,0.11899083107709885,0.011361366137862206,0.01868181861937046,0.4923531115055084,0.01298550982028246
"But thankfully, he laughed it off and said it was okay.",0.6328224539756775,0.14624692499637604,0.15430954098701477,0.7157066464424133,0.14300067722797394,0.3038240075111389,0.3083389699459076,0.08014553040266037
Lindsay decided she needed to make a life change and lose weight.,0.19350188970565796,0.7862029671669006,0.3821239173412323,0.14658227562904358,0.1098751351237297,0.4077455401420593,0.17929428815841675,0.10405954718589783
She read up on healthy ways to do it.,0.9673571586608887,0.842054009437561,0.03511114791035652,0.14769931137561798,0.012485306710004807,0.028378330171108246,0.7008992433547974,0.01561503205448389
For 9 months Lindsay ate better and exercised more.,0.9406671524047852,0.3743332028388977,0.03372722864151001,0.1437997668981552,0.019913235679268837,0.0412609800696373,0.5462248921394348,0.017207663506269455
Daphne refused to sleep with men without being married.,0.05269283428788185,0.2873052954673767,0.22191621363162994,0.1990000605583191,0.6664261221885681,0.5799153447151184,0.031133877113461494,0.4648188352584839
"Every time she had a new boyfriend, he'd dump her for that reason.",0.026726046577095985,0.19676001369953156,0.26974400877952576,0.4750879108905792,0.6082960367202759,0.7749264240264893,0.039871521294116974,0.6055391430854797
She was thinking she'd never find love the way she wanted.,0.041773080825805664,0.4417141377925873,0.4349535405635834,0.30372756719589233,0.30381202697753906,0.6430370807647705,0.03909304738044739,0.3456372320652008
The entrepreneurs had an idea.,0.9271412491798401,0.9189048409461975,0.1173088327050209,0.5659365057945251,0.012400481849908829,0.03674478083848953,0.5959600210189819,0.0115397023037076
The decided to raise money through an internet campaign.,0.9487935304641724,0.8945196270942688,0.08359340578317642,0.34968286752700806,0.011027623899281025,0.025868430733680725,0.6321308016777039,0.012918783351778984
The people were all eager to contribute.,0.9625513553619385,0.8588155508041382,0.04650271683931351,0.3220178782939911,0.00898964237421751,0.018087008967995644,0.5807627439498901,0.00930263102054596
The road trip was very long but definitely worth it.,0.9512515664100647,0.6002291440963745,0.03014320135116577,0.2416948676109314,0.014858951792120934,0.031113050878047943,0.47288259863853455,0.010825752280652523
We got lots of pictures of him graduating.,0.7730345726013184,0.5998547673225403,0.12114305794239044,0.43448612093925476,0.0247024092823267,0.08076965808868408,0.30847376585006714,0.02806878462433815
Tim was at the mall.,0.753761887550354,0.8015227317810059,0.05952427163720131,0.15457594394683838,0.017927752807736397,0.030588986352086067,0.24352888762950897,0.015108808875083923
And he wanted to go to a restaurant nearby.,0.9439314007759094,0.8742561340332031,0.04458035156130791,0.30490297079086304,0.013166936114430428,0.01963784359395504,0.4489976167678833,0.011612403206527233
"After a particularly great show, she was approached about a new job.",0.9158467650413513,0.8895272016525269,0.09972395747900009,0.5504201054573059,0.010772974230349064,0.02802017144858837,0.5524130463600159,0.008787773549556732
"Although Jimmy didn't know how to play, Scott handed him the ball.",0.8629885911941528,0.7159282565116882,0.09177355468273163,0.4940323531627655,0.015452195890247822,0.034215494990348816,0.5306563973426819,0.010894139297306538
Scott told him to throw the ball to a teammate that's open.,0.2777133584022522,0.6398695111274719,0.3170209527015686,0.5745874047279358,0.11288300901651382,0.1760338991880417,0.1810428500175476,0.05438502877950668
"When the game started, the opponents ran towards him.",0.4817191958427429,0.7905380725860596,0.42088979482650757,0.5522618293762207,0.03649182245135307,0.07235954701900482,0.21911533176898956,0.04890059679746628
I bumped my elbow on the table.,0.0248040072619915,0.3657531440258026,0.6568264961242676,0.688441812992096,0.48089900612831116,0.43377527594566345,0.0207716915756464,0.3677743077278137
I made some stupid joke to mask the residual pain.,0.08809962868690491,0.12760834395885468,0.1383083611726761,0.42706722021102905,0.5954951643943787,0.45304644107818604,0.02749960497021675,0.4882725179195404
"He claimed it was for flavor to flick onto his sandwiches, it was odd.",0.10868951678276062,0.27102741599082947,0.13014240562915802,0.39579546451568604,0.3234674334526062,0.30449002981185913,0.040974829345941544,0.2597079873085022
He realized that he lost his claim ticket when the clerk asked for it.,0.021263321861624718,0.2050260454416275,0.6027554869651794,0.7424383163452148,0.6871709227561951,0.8683348894119263,0.02911258302628994,0.5653157830238342
He put down his work and ran up the stairs.,0.2602098882198334,0.7232745885848999,0.47624531388282776,0.5906763076782227,0.10288161784410477,0.11056750267744064,0.08037445694208145,0.06687208265066147
By the time he got to the phone it stopped.,0.03080487810075283,0.2651480436325073,0.2813680171966553,0.6409563422203064,0.5160346031188965,0.6522433757781982,0.029838239774107933,0.31412413716316223
Anne was a high school girl who needed some cash.,0.12292225658893585,0.7650359272956848,0.5067475438117981,0.1198352575302124,0.11138010770082474,0.4748075306415558,0.18170998990535736,0.17219474911689758
Anne decided to get a part time job.,0.4251764118671417,0.8439645171165466,0.10693829506635666,0.15520146489143372,0.029549065977334976,0.21822847425937653,0.24239201843738556,0.030918385833501816
Anne began working in a boutique at her local mall.,0.963241696357727,0.8371092081069946,0.03418945521116257,0.2847844064235687,0.010454351082444191,0.023117218166589737,0.6190211176872253,0.009813550859689713
Now Anne has the money she needs for the school ski trip.,0.6426672339439392,0.7471833229064941,0.09278785437345505,0.15853412449359894,0.03428990766406059,0.14066652953624725,0.3734610080718994,0.026714829728007317
Lisa really loved to play baseball with her brothers.,0.9807368516921997,0.5237096548080444,0.01289194542914629,0.18282954394817352,0.011349385604262352,0.01472468301653862,0.5732000470161438,0.010263786651194096
They approved her to be allowed to play with the boys.,0.958053469657898,0.7675947546958923,0.044759053736925125,0.4018869996070862,0.008813791908323765,0.029099246487021446,0.6751571297645569,0.007007460575550795
The scientists were helping the students learn.,0.9138813018798828,0.7714717984199524,0.06001731753349304,0.09527183324098587,0.0103441271930933,0.019148830324411392,0.5539491176605225,0.010449700057506561
The budding scientists liked seeing the reaction.,0.9559783935546875,0.6599191427230835,0.04422781243920326,0.5021869540214539,0.010446022264659405,0.01707623153924942,0.4646996259689331,0.0110678905621171
"Dan had researched solar power, and wanted panels for his home.",0.923868715763092,0.856858491897583,0.06042061746120453,0.3060247004032135,0.012831134721636772,0.028222346678376198,0.5665127635002136,0.014571771025657654
"After installation, Dan realized his house was using only solar power.",0.16479560732841492,0.2044866383075714,0.14449717104434967,0.5550238490104675,0.3355960547924042,0.3759198486804962,0.06203122064471245,0.16910530626773834
She had a bipolar husband.,0.015373142436146736,0.23830054700374603,0.4589979946613312,0.22860187292099,0.5759846568107605,0.8566348552703857,0.023666780441999435,0.5579557418823242
One day her husband got into a fight with her son.,0.01696948893368244,0.27483150362968445,0.6794002056121826,0.51078200340271,0.7940982580184937,0.7575644850730896,0.019057374447584152,0.6485884785652161
I was trying to find a place to park downtown.,0.2343597114086151,0.8940675854682922,0.21528010070323944,0.1213507130742073,0.05968647077679634,0.09660810232162476,0.12331803888082504,0.06113792955875397
Everything was taken except for one spot.,0.03808007016777992,0.2963222563266754,0.42618855834007263,0.6533247828483582,0.4965839684009552,0.7372801899909973,0.02979172207415104,0.37061789631843567
Now I'm more confident about it and do it more often.,0.9546533823013306,0.6269421577453613,0.04350852966308594,0.19075506925582886,0.019030418246984482,0.02001727931201458,0.6179759502410889,0.013513904996216297
My wife had to work all day.,0.029734790325164795,0.3714806139469147,0.3559802770614624,0.21819886565208435,0.5056082606315613,0.7062065601348877,0.018807586282491684,0.4752517640590668
The package arrived one day.,0.958408534526825,0.8711894154548645,0.05752565339207649,0.41670921444892883,0.011502412147819996,0.029442915692925453,0.6339712738990784,0.013121714815497398
Tom had to cancel the presentation.,0.012543071992695332,0.36389657855033875,0.5673616528511047,0.5967133045196533,0.7304323315620422,0.8778973817825317,0.021164344623684883,0.5222023725509644
He made straight A's.,0.9573295712471008,0.5618363618850708,0.03911157324910164,0.3896656930446625,0.011393772438168526,0.023052653297781944,0.5334921479225159,0.011433613486588001
"She cried, pleaded, and screamed at him.",0.03316301107406616,0.43768954277038574,0.6223679184913635,0.4154678285121918,0.575914740562439,0.48430007696151733,0.028510896489024162,0.5144475698471069
But he would not budge.,0.076074980199337,0.43038949370384216,0.5370189547538757,0.5280861854553223,0.5638414025306702,0.5096755027770996,0.041927188634872437,0.26639997959136963
"Georgina then got into motorcycles, to her father's dismay.",0.052419211715459824,0.1569289267063141,0.22333620488643646,0.3640437722206116,0.4141935706138611,0.7071454524993896,0.03601258620619774,0.3576991856098175
"Dubby was the drummer in a band, and I always went to the practices.",0.9513036608695984,0.7842050790786743,0.03677414730191231,0.13214965164661407,0.010974866338074207,0.022675728425383568,0.5664335489273071,0.013461320661008358
"One day, I drove him home from school when his car broke down.",0.020730894058942795,0.23907843232154846,0.6847062706947327,0.5400128960609436,0.5890500545501709,0.7825232148170471,0.022030318155884743,0.5131052732467651
Jenny is four years and two weeks old.,0.8172361850738525,0.5585663318634033,0.11284711956977844,0.12650877237319946,0.013959516771137714,0.07080492377281189,0.49899986386299133,0.014157077297568321
Her teacher promoted her to the next class up.,0.8962140083312988,0.6143202185630798,0.08475788682699203,0.5764440894126892,0.014815905131399632,0.056544993072748184,0.5917612314224243,0.01447997521609068
In the store she could not remember what the fourth thing was.,0.04791499301791191,0.5346949696540833,0.49547848105430603,0.6706323027610779,0.17705224454402924,0.4211069643497467,0.04629002884030342,0.17332015931606293
She had to call her mom.,0.01559179276227951,0.7067856192588806,0.7426123023033142,0.5968396067619324,0.2959720194339752,0.6960908770561218,0.045753106474876404,0.24817104637622833
She told her to buy butter.,0.32557809352874756,0.7837313413619995,0.17291590571403503,0.24563269317150116,0.05340082198381424,0.14782877266407013,0.2404617965221405,0.061790913343429565
"Lonely, Josh decided to adopt a dog.",0.24871471524238586,0.30234143137931824,0.06786917895078659,0.10678286105394363,0.0923793613910675,0.48799747228622437,0.10305771976709366,0.10298728942871094
Training the dog took a lot more time than Josh had thought.,0.6432788968086243,0.5969494581222534,0.07715944945812225,0.3585014045238495,0.030082829296588898,0.06790459901094437,0.30463406443595886,0.02030014619231224
He climbed to the front of the audience when the show started.,0.9347240328788757,0.7830681800842285,0.10886579751968384,0.37813127040863037,0.014227701351046562,0.027504874393343925,0.5980671048164368,0.018386641517281532
They were very rude to him and Nick decided to stop listening to them.,0.028340278193354607,0.21735478937625885,0.20169557631015778,0.417044073343277,0.7144917249679565,0.7310985922813416,0.044938888400793076,0.6799174547195435
I really thought it turned out terrible.,0.017945777624845505,0.243232861161232,0.5247794389724731,0.6274948120117188,0.5882042050361633,0.8125180602073669,0.02043635956943035,0.50986248254776
They couldn't dance and were forced to drop out of the contest.,0.023878879845142365,0.24066367745399475,0.5429986715316772,0.569736123085022,0.7084336876869202,0.8659223318099976,0.03747012838721275,0.6241090893745422
"After giving it some food, he befriended the animal.",0.9533603191375732,0.6363270282745361,0.0692574754357338,0.35979416966438293,0.012319907546043396,0.017001623287796974,0.6031638979911804,0.012175381183624268
Bess finally said yes to the dress.,0.9272220134735107,0.821487307548523,0.07562308758497238,0.4809713661670685,0.009689386934041977,0.035284217447042465,0.5717762112617493,0.013295789249241352
Denise loved to eat at Taco Bell and ate there once a week.,0.9662131071090698,0.4802088439464569,0.013998945243656635,0.14001594483852386,0.014203604310750961,0.020315440371632576,0.5183907151222229,0.011547155678272247
In 2016 she craved Taco Bell and did a search to find the nearest one.,0.6330153346061707,0.871332049369812,0.13271033763885498,0.3655391037464142,0.026089003309607506,0.06333412975072861,0.29950353503227234,0.03592606261372566
Bob had to pay a fine and realize he should not drink and drive.,0.020299535244703293,0.34369027614593506,0.3740418553352356,0.4557356834411621,0.5689448714256287,0.7497943043708801,0.024030450731515884,0.45294860005378723
I go sometimes but I get bored.,0.09060978889465332,0.28164950013160706,0.11640551686286926,0.16232186555862427,0.36956897377967834,0.7291391491889954,0.050511110574007034,0.3714286684989929
But she could not afford any fancy clothing to wear.,0.023073285818099976,0.44603684544563293,0.3603563904762268,0.33584707975387573,0.289124459028244,0.7730726003646851,0.038577139377593994,0.3178229033946991
She attended the party and had a great time in her old dress!,0.9850301146507263,0.5341037511825562,0.014907442033290863,0.5500576496124268,0.014776158146560192,0.019692720845341682,0.5804985165596008,0.00941682793200016
Reba decided to change careers.,0.024483783170580864,0.2553326189517975,0.3604487180709839,0.3455018401145935,0.5933261513710022,0.8616980314254761,0.03218264877796173,0.5072421431541443
He asked his principal for permission to go with his family.,0.08388355374336243,0.7744086384773254,0.6058673858642578,0.3917233347892761,0.12737658619880676,0.40820103883743286,0.18063728511333466,0.08210785686969757
The principal said he would not be permitted if he was older.,0.028188614174723625,0.3236941993236542,0.5478510856628418,0.4437773525714874,0.4878905117511749,0.6624413728713989,0.040112853050231934,0.3413170874118805
She decided that she would enter her very favorite joke.,0.9237812161445618,0.8846184611320496,0.07318049669265747,0.17579160630702972,0.01371854543685913,0.021547459065914154,0.5680937767028809,0.01927672140300274
She was happy to earn a gift certificate for pizza.,0.9878371357917786,0.5433322191238403,0.008327119052410126,0.21187253296375275,0.015093093737959862,0.02314147539436817,0.6519524455070496,0.011035890318453312
The Johnson family took family photos every year.,0.9751074910163879,0.5811822414398193,0.02024529129266739,0.16656024754047394,0.010762842372059822,0.021594740450382233,0.6369472742080688,0.0089972959831357
She decided to write a letter to the president.,0.5259791016578674,0.9359262585639954,0.26684626936912537,0.35145121812820435,0.02113795466721058,0.082574263215065,0.41335010528564453,0.03108728863298893
Arriving at the park she noticed a large amount of ducks.,0.7957169413566589,0.6665585041046143,0.10632485151290894,0.5318652987480164,0.020240964367985725,0.02682778798043728,0.25013914704322815,0.019763415679335594
"Running over to them, they all ran away except for one.",0.09242113679647446,0.4068528711795807,0.7647482752799988,0.6220361590385437,0.30624210834503174,0.4542919993400574,0.06127113103866577,0.25910714268684387
This one duck followed Lindsay around the pond for an hour.,0.895187497138977,0.6419334411621094,0.03915781527757645,0.1531071811914444,0.01829938031733036,0.022621221840381622,0.42698073387145996,0.01989671029150486
"When leaving, Lindsay reached down to pet the duck, who bit her.",0.10820157825946808,0.29224085807800293,0.33431023359298706,0.7142001986503601,0.1521649956703186,0.21659718453884125,0.0613209493458271,0.10741575807332993
Andy felt sick while at work.,0.010812429711222649,0.38822394609451294,0.6906867027282715,0.403596967458725,0.541397750377655,0.7895280718803406,0.018757296726107597,0.5863877534866333
Peter had gotten a pet dog.,0.9762814044952393,0.4944263696670532,0.013586475513875484,0.2697359025478363,0.015264482237398624,0.02415471151471138,0.6268449425697327,0.0074987937696278095
His daughter was allergic to the dog.,0.01454068347811699,0.3105350136756897,0.6074292659759521,0.48591312766075134,0.3156110644340515,0.6769227981567383,0.02369025908410549,0.3912613093852997
He informed him that he had cancer.,0.024944521486759186,0.4107917845249176,0.7253137826919556,0.5404202342033386,0.31376713514328003,0.6711026430130005,0.05416613072156906,0.2908996343612671
Luckily they supported him.,0.7239931225776672,0.2222154140472412,0.1069537103176117,0.3398280739784241,0.05423455685377121,0.2033138871192932,0.28634724020957947,0.04746396467089653
Steven worked his way up to advanced classes with seasoned performers.,0.9714351892471313,0.8089993596076965,0.043943729251623154,0.31452319025993347,0.01401576679199934,0.01929069124162197,0.6951479911804199,0.016920020803809166
Mom reminded everyone to be fair.,0.0752594918012619,0.31578588485717773,0.3026120364665985,0.41932761669158936,0.4829937219619751,0.4496030807495117,0.051976557821035385,0.42405253648757935
Then he decided to make Lost Dog fliers.,0.9171891212463379,0.8294999003410339,0.04111494496464729,0.18904462456703186,0.010972484946250916,0.02438465505838394,0.44529420137405396,0.014766165055334568
He walked by without getting it.,0.024624314159154892,0.25064682960510254,0.408267617225647,0.3996087610721588,0.781646192073822,0.6579214334487915,0.01669406332075596,0.6827954053878784
I was playing the game at a beach early in the morning.,0.9422423243522644,0.750798761844635,0.030401702970266342,0.09573673456907272,0.011632493697106838,0.01762216165661812,0.4365558624267578,0.010919468477368355
Lim and Shorty got in a fight.,0.047210466116666794,0.29259511828422546,0.4704907238483429,0.6000575423240662,0.6388884782791138,0.5124902129173279,0.024897685274481773,0.5104057192802429
Bruce made them both shake hands.,0.9267650246620178,0.6955209374427795,0.037731852382421494,0.2757943272590637,0.013186275027692318,0.02813933603465557,0.6332679390907288,0.011843116953969002
The small dog refused to walk up the stairs.,0.04460566118359566,0.27487459778785706,0.3349469304084778,0.36346128582954407,0.46587181091308594,0.3958524763584137,0.026104630902409554,0.3161988854408264
"The dog's owner was worried, so he took him to the vet.",0.06835319101810455,0.5254271626472473,0.8045344352722168,0.7778822779655457,0.1622937023639679,0.5256771445274353,0.12735924124717712,0.10729091614484787
He ran around the bases as fast as he could.,0.7732587456703186,0.6909288763999939,0.18676379323005676,0.34913575649261475,0.022578591480851173,0.0371626578271389,0.40226614475250244,0.022513598203659058
Mary was worried because her husband Josh had toothache.,0.024225978180766106,0.6514564752578735,0.8682920932769775,0.4652356505393982,0.13432028889656067,0.6179187297821045,0.06677651405334473,0.21255278587341309
Josh went to the dentist.,0.03658231347799301,0.6373331546783447,0.8097057938575745,0.41692882776260376,0.21868851780891418,0.6718989014625549,0.07672901451587677,0.22969186305999756
Camden and his brother loved going to the park.,0.9820875525474548,0.5720024704933167,0.014180868864059448,0.19303451478481293,0.015834107995033264,0.0168580524623394,0.5548983812332153,0.010801662690937519
His mother took them there often.,0.890984058380127,0.4801459014415741,0.03087620995938778,0.15359479188919067,0.014018626883625984,0.03784564509987831,0.4489956796169281,0.01418518926948309
He decided to exit the band with a bang since he hated everyone.,0.03015211597084999,0.2422235906124115,0.30234864354133606,0.344738632440567,0.774239718914032,0.7284188866615295,0.020553424954414368,0.7336825728416443
"On the other hand, I sneezed and got no response.",0.016886495053768158,0.25427210330963135,0.5369958281517029,0.7068119645118713,0.5444215536117554,0.6999948024749756,0.029958724975585938,0.42323049902915955
She went to a sandwich shop and got her favorite sandwich.,0.9792278409004211,0.7197507619857788,0.010390060022473335,0.18984191119670868,0.010702240280807018,0.01810676045715809,0.5619105696678162,0.01002118457108736
When she walked out the door she was a homeless guy sitting outside.,0.01274319551885128,0.38323765993118286,0.5505293607711792,0.6442983746528625,0.5056818723678589,0.6571029424667358,0.020164143294095993,0.4442060887813568
